Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
"Data Scientist, Creators",USD 160K - USD 215K,4.8,Notion,"New York, NY",501 to 1000 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Validation Chemist – Scientist II (Part Time-Virtual),"Must have USA laboratory experience. At least 3 years prior environmental data validation experience to include dioxins/furans, and or ",,,"Pittsburgh, PA",,,,,,
"Vice President, PGS AI Data Analytics Leader",USD 239K - USD 399K,4.0,Pfizer,"New York, NY",10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Data Scientist,USD 85K - USD 132K ,4.4,"Postal.io, Inc.","San Luis Obispo, CA",51 to 200 Employees,2019,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable
Data Scientist,USD 140K,3.6,NAVEX Global,"Lake Oswego, OR",1001 to 5000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Artificial Intelligence/ Machine Learning (AI/ML) Engineering entry level opportunity,USD 107K - USD 151K ,3.8,Verizon,"Basking Ridge, NJ",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
"Director, Business Intelligence & Data Strategy",USD 155K - USD 214K,3.7,LogicMonitor,"Santa Barbara, CA",1001 to 5000 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Data Scientist,USD 82K - USD 126K ,3.7,ADM Associates,"Reno, NV",1 to 50 Employees,1979,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD)
Data Scientist I,USD 85K - USD 117K,3.6,City of Minneapolis,"Minneapolis, MN",1001 to 5000 Employees,1867,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable
Senior Data Scientist,USD 160K - USD 210K,3.9,UBS,"New York, NY",10000+ Employees,1862,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD)
Data Scientist,USD 118K - USD 163K ,3.7,Surya Systems,"San Francisco, CA",1 to 50 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Data Analyst & Reporting Specialist,USD 69K - USD 103K ,3.3,PROVIDE A RIDE,"Cleveland, OH",201 to 500 Employees,1989,Company - Private,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable
"Director, Data Science",USD 124K - USD 172K ,4.1,Dolby,"Atlanta, GA",1001 to 5000 Employees,1965,Company - Public,Electronics Manufacturing,Manufacturing,$1 to $5 billion (USD)
Lead Data Scientist - GenAI,USD 155K - USD 224K,3.9,BOEING,"Seattle, WA",10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
decision scientist sr– data visualization,USD 120K - USD 212K,3.6,Starbucks,"Seattle, WA",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD)
Data Scientist,"Be able to compile, integrate and analyze data from multiple sources to answer business questions. Communication of insights: You are able to de",4.0,Relevance Lab,Remote,4.0,,,,,
Supply Chain Data Scientist,USD 123K - USD 185K,4.1,INTEL,"Folsom, CA",10000+ Employees,1968,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Senior Business and Data Analyst,USD 108K - USD 200K,3.8,Aristocrat,"Las Vegas, NV",5001 to 10000 Employees,1953,Company - Public,Gambling,"Arts, Entertainment & Recreation",$1 to $5 billion (USD)
Data Scientist,USD 74K - USD 103K ,3.7,MSX INTERNATIONAL,"Southfield, MI",,,,,,
Data Scientist,USD 110K - USD 136K ,4.0,Caterpillar,"Chicago, IL",,,,,,
"Project Manager, Data Science",USD 102K - USD 153K ,3.9,JPA Health Communications,"Boston, MA",,,,,,
AI Software Specialist,USD 78K - USD 111K ,3.8,Qorvo,"Greensboro, NC",,,,,,
Statistician,USD 31.03 - USD 65.90 Per Hour,4.2,UCLA,"Los Angeles, CA",,,,,,
Adjunct Faculty-Data Analytics,USD 85K - USD 120K ,3.7,Webster University,"Saint Louis, MO",,,,,,
Business Intelligence and Data Analyst,,4.0,Tanium,Remote,,,,,,
"Decision Scientist, Fraud Risk - Afterpay",USD 108K - USD 177K ,3.5,Afterpay,"San Francisco, CA",,,,,,
Senior Data Analyst,USD 93K - USD 133K ,3.6,Roku,"Austin, TX",,,,,,
Jr Data Scientist,USD 76K - USD 109K ,4.2,Veracity Software,"Iselin, NJ",,,,,,
Data Scientist,USD 82K - USD 119K ,4.0,Infomerica,"Cary, NC",,,,,,
Senior Data Scientist,USD 105K - USD 156K ,5.0,CEDENT,"Deerfield, IL",,,,,,
"Manager, Data Science",USD 86K - USD 176K,3.8,Syneos Health Clinical,Remote,,,,,,
Data Scientist,USD 95K - USD 134K ,3.3,Combined Insurance,"Philadelphia, PA",,,,,,
Adjunct Faculty - Business and Data Science,USD 76K - USD 117K ,3.8,Chatham University,"Pittsburgh, PA",,,,,,
Computational and Data Science Research Specialist 3,USD 7K - USD 15K,4.2,UCLA,"Los Angeles, CA",1001 to 5000 Employees,1919,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD)
Senior Data Analyst,USD 72K - USD 114K,3.6,Delta Faucet Company,"Indianapolis, IN",1001 to 5000 Employees,1954,Company - Public,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable
"Decision Scientist, Medicare Growth Analytics",USD 83K - USD 175K,3.2,CVS Health,"New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
Senior Data Analyst,USD 82K - USD 112K ,4.0,Mary Kay Inc,"Dallas, TX",1001 to 5000 Employees,1963,Company - Private,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD)
Tableau Developer - Statistician,USD 82K - USD 117K ,4.3,A P Ventures LLC,"Columbia, MD",51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
"Senior Data Scientist, Analytics & Insights",USD 138K - USD 206K,4.0,Bill & Melinda Gates Foundation,"Seattle, WA",1001 to 5000 Employees,2000,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,Less than $1 million (USD)
Data Engineer I,USD 85K - USD 117K,3.6,City of Minneapolis,"Minneapolis, MN",1001 to 5000 Employees,1867,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable
Research Specialist I,USD 49K - USD 64K ,4.6,Princeton University,"Princeton, NJ",5001 to 10000 Employees,1746,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
"Associate Director, Data and Analytics",USD 144K - USD 198K,3.6,BAXTER,"Deerfield, IL",10000+ Employees,1931,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Applied Scientist,USD 120K - USD 150K,,,"Ladera Ranch, CA",1 to 50 Employees,--,Company - Public,--,--,Unknown / Non-Applicable
Data Scientist,"Data mining using state-of-the-art methods. {{Depending on your needs, you can write very specific requirements here, like: “automate scoring",,,"Anchorage, AK",,,,,,
Data Scientist,USD 81K - USD 114K ,4.0,Honeywell,"Kansas City, MO",10000+ Employees,1885,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Head of Data Science,USD 140K - USD 160K,2.7,Brooklyn Sports & Entertainment,"Brooklyn, NY",201 to 500 Employees,2012,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable
Data Analyst,USD 56K - USD 88K ,3.2,Spot Inc.,"Tampa, FL",501 to 1000 Employees,2009,Company - Private,Shipping & Trucking,Transportation & Logistics,$500 million to $1 billion (USD)
District Director Data Analytics & Strategy,USD 107K - USD 139K,3.9,Maricopa Community Colleges,"Tempe, AZ",10000+ Employees,1990,College / University,Colleges & Universities,Education,$100 to $500 million (USD)
"Data Scientist, GenAI Studio","Utilize state of the art techniques to evaluate the performance of off-the-shelf, open source, and custom models leveraging and enhancin",3.8,The College Board,Remote,3.7,,,,,
Marketing Decision Scientist,USD 105K - USD 156K,3.9,Meta,"New York, NY",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
Machine Learning Engineer,USD 135K - USD 251K,4.4,Adobe,"San Jose, CA",10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Machine Learning Scientist,USD 147K - USD 204K ,4.6,Altos Labs,"San Francisco, CA",201 to 500 Employees,--,Company - Private,Biotechnology,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
Supply Chain Analyst,USD 76K - USD 102K,4.0,Sony Electronics,"San Diego, CA",10000+ Employees,1946,Subsidiary or Business Segment,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD)
Machine Learning Developer,"Bachelor's degree or above in Computer Science, Data Science, or a related field; Master's preferred. You will work closely with cross-funct",4.5,Absorb Software,Remote,4.5,,,,,
AI Machine Learning Scientist Associate,USD 85K - USD 125K ,3.6,Elevance Health,"Manchester, NH",10000+ Employees,2004,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
Principal Engineer 1 – Data Science,USD 102K - USD 140K ,3.9,Toyota,"Plano, TX",10000+ Employees,1957,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
"Director, Machine Learning and Data Science","Conceptualize, design and execute an ambitious data science, ML and AI roadmap for our precision mental health initiative in partnership with prod",3.2,Spring Health,Remote,3.2,,,,,
Machine Learning Developer,USD 250K - USD 350K,4.4,"D. E. Shaw & Co., L.P.","New York, NY",1001 to 5000 Employees,1988,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable
Supply Chain Data Analyst,USD 65K - USD 89K ,3.7,Denso,"Maryville, TN",10000+ Employees,1949,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
Sr. Data Analyst,USD 72K - USD 103K ,4.0,Honeywell,"Charlotte, NC",10000+ Employees,1885,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Sr. Data Analyst (Remote),"Experience in marketing analytics, marketing measurement and business analytics (e.g., report generation, marketing campaign analysis, web analyti",3.2,"Stride, Inc.",Remote,3.2,,,,,
Customer Insights Analyst,USD 72K - USD 90K,3.2,B&H Photo,"New York, NY",1001 to 5000 Employees,1973,Company - Private,Consumer Electronics & Appliances Stores,Retail & Wholesale,$25 to $100 million (USD)
Data Engineer II - AI/ML Analytics,USD 42.17 - USD 53.64 Per Hour,4.0,Cincinnati Children's Hospital,"Cincinnati, OH",10000+ Employees,1883,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD)
Machine Learning Scientist,USD 130K - USD 160K,3.4,AppZen,"San Jose, CA",51 to 200 Employees,2012,Company - Private,Financial Transaction Processing,Financial Services,$1 to $5 million (USD)
Sr Data Science and Analytics Engineer,USD 91K - USD 122K ,3.9,ABBVIE,"Crystal Lake, IL",10000+ Employees,2013,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Senior Data Analyst,USD 97K - USD 104K,4.2,Linesight,United States,501 to 1000 Employees,1974,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
Machine Learning Engineer – Data Science,USD 148K - USD 180K ,3.6,Samsung Electronics,"Mountain View, CA",1001 to 5000 Employees,1938,Subsidiary or Business Segment,Computer Hardware Development,Information Technology,$10+ billion (USD)
Sr Data Scientist,USD 106K - USD 146K ,3.9,Discount Tire,"Scottsdale, AZ",10000+ Employees,1960,Company - Private,Automotive Parts & Accessories Stores,Retail & Wholesale,$1 to $5 billion (USD)
Sr Data Scientist I,"Broad knowledge of data infrastructure and data science development platforms, with real world experience to help guide decisions abo",3.3,Staples,"Framingham, MA",3.3,,,,,
Machine Learning Engineer,USD 135K - USD 181K ,4.1,Atlassian,"San Francisco, CA",5001 to 10000 Employees,2002,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable
"Sr Consultant, Analytics and Strategy",USD 99K - USD 158K ,,,"Pacific, CA",201 to 500 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Data Analytics Specialist,USD 75K - USD 93K,3.6,NYC Careers,Long Island-Queens,Unknown,1625,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable
Machine Learning Research Engineer,"The main tasks associated to this position range from algorithm development, design and implementation, to integration, optimization an",4.2,Apple,"Sunnyvale, CA",4.2,,,,,
Machine Learning Engineer,"Scientific thinking and the ability to invent, implement, and lead technology developments in the field of computer vision and ma",4.2,Brambles Group,Florida,4.2,,,,,
Senior Data Analytics Specialist,USD 75K - USD 118K,3.6,NYC Careers,United States,Unknown,1625,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable
Senior Data Analyst,USD 102K - USD 140K ,4.1,University of California San Francisco,"San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD)
AI/ML Machine Learning Engineer - Early Career,USD 85K - USD 120K ,4.1,Lockheed Martin Corporation,"King of Prussia, PA",10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
"Sr Data Analyst, Customer Analytics",USD 105K,3.2,Neiman Marcus,United States,10000+ Employees,1907,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale,Unknown / Non-Applicable
Quantitative Researcher – Graduate,USD 200K - USD 225K,4.2,Susquehanna International Group,"New York, NY",1001 to 5000 Employees,1987,Company - Private,Stock Exchanges,Financial Services,Unknown / Non-Applicable
Data Scientist/Machine Learning/ Artificial Intelligence,"Bachelor’s, Master’s or Ph.D. in Computer Science, Electrical Engineering, Machine Learning, Statistics or related field. Expired o",,,"Atlanta, GA",,,,,,
Sr. Product Analyst / Sr. Data Scientist,"Deep and rich experience in working with critical exploratory analysis projects related to cohorting, time series analysis, funnel analysis/o",4.3,Apollo.io,Remote,4.2,,,,,
Chase Strategy Analyst,USD 95K - USD 100K,4.0,JPMorgan Chase & Co,"New York, NY",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
Data Science/ Machine Learning Engineer,USD 90K - USD 122K ,4.1,ICS Global Soft,"Irving, TX",Unknown,--,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable
"Sr. Engineer, Data & Analytics","Develops technical tools and programming that leverage artificial intelligence, machine learning and big-data techniques to cleanse, organize and ",3.7,Comcast Corporation,"Philadelphia, PA",3.7,,,,,
Sr. Marketing Data Analyst,USD 67K - USD 95K ,4.0,Honeywell,"Raleigh, NC",10000+ Employees,1885,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Principal Applied Scientist,"Commitment to staying up-to-date with the field and applying academic advances to solve complex business problems, and bringing them i",3.8,Oracle,United States,3.8,,,,,
Senior Product Analyst,USD 90K,4.1,Democratic National Committee,Remote,201 to 500 Employees,1788,Nonprofit Organization,Membership Organizations,Management & Consulting,$25 to $100 million (USD)
Data Scientist - Machine Learning,Need to know how to create visual tools and dashboards using Tableau or equivalent tools. You will have the opportunity to work on high-priorit,3.3,Tailored Brands,United States,3.3,,,,,
Data Science Director,USD 190K - USD 212K,3.4,Jellyfish,"New York, NY",1001 to 5000 Employees,2005,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable
R&D Data Scientist,"The R&D Data Scientist collaborates with cross-functional teams to ideate, develop, and deliver AI-driven sof",5.0,RENFROE,Remote,5.0,,,,,
Sr Data Analyst,USD 77K - USD 144K,4.0,Bank of America,"New York, NY",10000+ Employees,1904,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
Principal Data Scientist,USD 109K - USD 184K,4.1,Navy Federal Credit Union,"Winchester, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable
Sr. Data Analyst (Hybrid),USD 84K - USD 117K ,4.2,Fannie Mae,"Reston, VA",5001 to 10000 Employees,1938,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
Transformation Office | Analyst - Applied Scientist | Applied GenAI Transformation Team | Deloitte Transformation Office,"As an applied scientist on the GenAI Solutioning team, you'll play a key role in identifying and experimenting with state-of-the-art A",4.0,Deloitte,"Falls Church, VA",4.0,,,,,
Machine Learning Engineer - Strategic Data Solutions,"Engage with stakeholders to translate ambiguous business problems into technical solutions, including finding opportunities, breaking them",4.2,Apple,"Austin, TX",4.2,,,,,
"Senior Data Scientist, AI Foundations","Master’s Degree in “STEM” field (Science, Technology, Engineering, or Mathematics) plus 3 years of experience in data analytics, or PhD in “STEM” ",4.0,Capital One,"McLean, VA",3.9,,,,,
"Director, Data Science & Machine Learning",USD 130K - USD 216K ,3.5,Angi,"New York, NY",1001 to 5000 Employees,1995,Company - Public,Internet & Web Services,Information Technology,$1 to $5 billion (USD)
Adjunct Faculty – Business Data Analytics,"Advanced degree (Ph.D. or equivalent) in a relevant field such as statistics, data science, business with industry experience in data analy",3.6,Herzing University,Remote,3.7,,,,,
Machine Learning Engineer,USD 132K - USD 198K,3.3,Terray Therapeutics,"Monrovia, CA",1 to 50 Employees,--,Company - Public,--,--,Unknown / Non-Applicable
Machine Learning Engineer (Entry Level),USD 71K - USD 90K,3.7,"SRC, Inc.","Syracuse, NY",1001 to 5000 Employees,1957,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
CX Business Data Intelligence Analyst,USD 85K - USD 105K,4.1,S&P Global,"New York, NY",10000+ Employees,1860,Company - Public,Research & Development,Management & Consulting,$10+ billion (USD)
Data Engineer - REMOTE,USD 93K - USD 147K,3.9,Michael Baker International,United States,1001 to 5000 Employees,1940,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$1 to $5 billion (USD)
Sr. Data Analyst,USD 69K - USD 96K ,4.1,Nike,"Beaverton, OR",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD)
"Product Manager, Data Science",USD 85K - USD 121K ,4.2,HP,"Fort Collins, CO",10000+ Employees,1939,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Senior Data Analyst,USD 102K - USD 146K,3.7,Cardinal Health,United States,10000+ Employees,1971,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD)
Senior Decision Scientist,USD 143K - USD 210K,4.0,JPMorgan Chase & Co,"New York, NY",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
Staff Data Scientist,USD 139K - USD 182K ,4.4,Intuit,"Atlanta, GA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD)
Principal Data Science Manager,USD 134K - USD 257K,4.3,Microsoft,United States,10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Data Analyst,USD 64K - USD 93K ,4.2,Susquehanna International Group,"Bala Cynwyd, PA",1001 to 5000 Employees,1987,Company - Private,Stock Exchanges,Financial Services,Unknown / Non-Applicable
Product Manager - AI and Machine Learning,USD 135K - USD 165K,3.7,Augmedix Inc.,"San Francisco, CA",501 to 1000 Employees,2012,Company - Public,Health Care Services & Hospitals,Healthcare,$5 to $25 million (USD)
Machine Learning Researcher,USD 139K - USD 207K ,4.8,Curai,"San Francisco, CA",51 to 200 Employees,2017,Company - Private,Hospitals & Health Clinics,Healthcare,Unknown / Non-Applicable
DATA SCIENCE MANAGER - DECISION ANALYTICS,USD 106K - USD 140K ,3.8,Home Depot / THD,"Atlanta, GA",10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD)
Statistician,USD 140K - USD 192K,4.1,US Government Accountability Office,"Washington, DC",1001 to 5000 Employees,--,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable
"Principal Machine Learning Scientist, Loom",USD 156K - USD 208K ,4.1,Atlassian,"San Francisco, CA",5001 to 10000 Employees,2002,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable
"Vice President, Data & Analytics",USD 131K - USD 179K ,3.6,Gallagher,"Rolling Meadows, IL",10000+ Employees,1927,Company - Public,Insurance Agencies & Brokerages,Insurance,$1 to $5 billion (USD)
Sr. Lead Data Scientist,USD 101K - USD 141K ,4.0,"Chick-fil-A, Inc.","Atlanta, GA",5001 to 10000 Employees,1946,Company - Private,Restaurants & Cafes,Restaurants & Food Service,$5 to $10 billion (USD)
"Vice President, Applied Data Science",You have hands-on experience developing data science solutions from concept to production using open-source tools and modern cloud compu,,,"Washington, DC",,,,,,
Senior Technology Specialist Data & AI,USD 101K - USD 195K,4.3,Microsoft,"Seattle, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
"Sr. Manager, Data Science",USD 290K,4.2,Workday,"Salt Lake City, UT",10000+ Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD)
Analytics Manager - Customer Team (Mailchimp),USD 107K - USD 149K ,4.4,Intuit,"Atlanta, GA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD)
Data Science Analyst,USD 86K - USD 114K,4.3,American College of Radiology,"Reston, VA",501 to 1000 Employees,1923,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD)
Senior Data Analyst - Hybrid,USD 94K - USD 124K ,4.0,Stryker,"Portage, MI",10000+ Employees,1941,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD)
"Staff Software Engineer, Machine Learning","Master’s degree or PhD in Engineering, Computer Science, or a related technical field. We're looking for engineers who bring fresh ideas f",4.4,Google,"Seattle, WA",4.4,,,,,
"SVP, Enterprise Data Analytics and Technology",USD 311K - USD 577K,3.4,Macy’s,"Johns Creek, GA",10000+ Employees,1858,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD)
"Senior Data Scientist, Analytics - TikTok",USD 201K - USD 395K,3.4,TikTok,"San Jose, CA",1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Associate Product Manager - Data Intelligence Solutions,USD 89K - USD 124K ,4.2,Apiture,"Austin, TX",201 to 500 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data and Analytics Senior Consultant,USD 107K - USD 141K ,3.7,Capgemini,"San Francisco, CA",10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
"Medical Analytics, Care Gaps & Customer Segmentation Team, Data Scientist",USD 117K - USD 196K,4.0,Pfizer,"New York, NY",10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Data Scientist,USD 114K - USD 148K ,4.0,Deloitte,"Rosslyn, VA",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
Researcher – Machine Learning – Microsoft Research,USD 112K - USD 218K,4.3,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Sr Machine Learning Engineer - GenAI,USD 185K,3.9,Uber,"San Francisco, CA",10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
Business Data Analyst (Hybrid),USD 67K - USD 97K ,4.7,Farm Credit Network,"Lakeville, MN",51 to 200 Employees,--,Company - Public,Banking & Lending,Financial Services,$25 to $100 million (USD)
Lead Data Scientist,USD 158K - USD 237K,3.6,AT&T,"Plano, TX",10000+ Employees,1876,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
Senior/Lead Data Scientist,USD 148K - USD 189K,4.5,Nova Credit,"New York, NY",51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,USD 73K - USD 166K,4.2,boozallen,"Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD)
"Senior Manager, Data Science",USD 114K - USD 190K,4.0,Pfizer,"Pearl River, NY",10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
"Sr. Software Engineer, Data and Analytics","Bachelor's or master’s degree in Computer Science, Data Science, or a related field. 5+ years of experience in data engineering, data ",4.0,Genesys,Texas,4.0,,,,,
Data and Analytics Consultant,USD 120K - USD 210K,4.6,"Systems Evolution, Inc","New York, NY",201 to 500 Employees,1992,Company - Private,Business Consulting,Management & Consulting,$25 to $100 million (USD)
Transformation Office | Analyst - Applied Scientist | Applied GenAI Transformation Team | Deloitte Transformation Office,"Able to report to a technical and a non-technical audience. As an applied scientist, you will be working with cutting-edge Generative AI models an",4.0,Deloitte,"Falls Church, VA",4.0,,,,,
Senior Data Scientist,USD 80K - USD 175K,3.9,Itron,"Austin, TX",5001 to 10000 Employees,1977,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD)
Analytics Consultant | Hybrid,USD 79K - USD 115K ,4.0,Allianz US Life,"Minneapolis, MN",10000+ Employees,1890,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD)
Data Science Lead,USD 130K,4.1,Democratic National Committee,United States,201 to 500 Employees,1788,Nonprofit Organization,Membership Organizations,Management & Consulting,$25 to $100 million (USD)
Principal Data Scientist,USD 134K - USD 257K,4.3,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Head of Data Science,USD 140K - USD 160K,2.7,BSE Global,"Brooklyn, NY",201 to 500 Employees,2012,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable
Director of Enterprise Data Analytics,USD 48K - USD 150K,3.4,Exec Office of Technology Services and Security,"Boston, MA",Unknown,--,Company - Public,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable
"Sr. Data Scientist, Service Demand Planning",USD 121K - USD 151K ,3.6,Tesla,"Fremont, CA",10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD)
Analytics Engineer (L4) - Content & Studio,USD 115K - USD 190K ,4.1,Netflix,"Los Angeles, CA",5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD)
Forecasting and Data Analytics Researcher,USD 95K - USD 110K,4.3,Electric Power Research Institute,"Palo Alto, CA",501 to 1000 Employees,1973,Nonprofit Organization,Membership Organizations,Management & Consulting,$100 to $500 million (USD)
"Director, Data Science & Analytics - Marketing Optimization - Hybrid - LA, or Seattle",USD 182K - USD 301K,3.6,Nordstrom Inc,"Seattle, WA",10000+ Employees,1901,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD)
Principal-Data Scientist,USD 155K - USD 233K,3.6,AT&T,"Dallas, TX",10000+ Employees,1876,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
"Specialist, Data Engineering",USD 100K - USD 116K,3.9,JLL,"Richmond, VA",10000+ Employees,--,Company - Public,Real Estate,Real Estate,$5 to $10 billion (USD)
Entry Informatics Analyst (May 2024 Graduates or Later),USD 76K - USD 114K ,3.3,"Medpace, Inc.","Cincinnati, OH",5001 to 10000 Employees,1992,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD)
"Manager, Data Analytics",USD 136K - USD 182K,3.8,Disney,"Burbank, CA",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD)
Sr. Data Analyst,Provides financial analysis and projections in support of Central Division (12-state footprint in Southeastern and Eastern Midwest United State,3.7,Comcast Corporation,"Atlanta, GA",3.7,,,,,
AI/ML Engineer,USD 68K - USD 113K ,3.7,Kyndryl,"Austin, TX",10000+ Employees,2021,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
